post_id,timestamp,platform,post_text,likes,comments,shares,views,hashtags,sentiment,engagement_rate,post_text_length,hashtag_count,hour_of_day,day_of_week,month
786,2024-08-09 16:18:00,Instagram,post number 785 is about something interesting,400,15,30,1064,"#trend,#life",positive,0.4182330827067669,46,2,16,Friday,8
787,2024-12-04 12:49:00,Instagram,post number 786 is about something interesting,30,96,14,86,#news,positive,1.627906976744186,46,1,12,Wednesday,12
788,2024-05-12 18:52:00,Twitter,post number 787 is about something interesting,186,49,48,482,#fun,negative,0.5871369294605809,46,1,18,Sunday,5
789,2024-07-08 12:09:00,Instagram,post number 788 is about something interesting,475,82,5,1372,"#trend,#news",neutral,0.4096209912536443,46,2,12,Monday,7
790,2024-07-01 02:32:00,Facebook,post number 789 is about something interesting,2,22,8,4,"#news,#life",negative,8.0,46,2,2,Monday,7
791,2024-04-30 06:07:00,Facebook,post number 790 is about something interesting,369,85,24,601,#trend,neutral,0.7953410981697171,46,1,6,Tuesday,4
792,2024-02-21 15:13:00,Facebook,post number 791 is about something interesting,223,99,40,588,#news,negative,0.6156462585034014,46,1,15,Wednesday,2
793,2024-08-28 09:57:00,Facebook,post number 792 is about something interesting,98,90,5,261,"#life,#news",negative,0.7394636015325671,46,2,9,Wednesday,8
794,2024-09-21 17:51:00,Twitter,post number 793 is about something interesting,222,33,25,627,"#trend,#fun",positive,0.44657097288676234,46,2,17,Saturday,9
795,2024-05-09 13:53:00,Facebook,post number 794 is about something interesting,106,9,4,188,"#life,#trend",negative,0.6329787234042553,46,2,13,Thursday,5
796,2024-02-26 13:32:00,Instagram,post number 795 is about something interesting,322,7,25,634,#news,positive,0.5583596214511041,46,1,13,Monday,2
797,2024-05-01 18:27:00,Twitter,post number 796 is about something interesting,201,21,18,567,#news,positive,0.42328042328042326,46,1,18,Wednesday,5
798,2024-12-05 19:32:00,Twitter,post number 797 is about something interesting,261,80,35,608,"#news,#life",positive,0.618421052631579,46,2,19,Thursday,12
799,2024-11-05 23:03:00,Facebook,post number 798 is about something interesting,219,58,30,401,#trend,neutral,0.7655860349127181,46,1,23,Tuesday,11
800,2024-03-12 11:51:00,Twitter,post number 799 is about something interesting,99,77,19,219,"#news,#fun",positive,0.8904109589041096,46,2,11,Tuesday,3
801,2024-04-30 05:33:00,Twitter,post number 800 is about something interesting,120,16,30,184,"#fun,#trend",neutral,0.9021739130434783,46,2,5,Tuesday,4
802,2024-11-04 22:42:00,Facebook,post number 801 is about something interesting,426,68,3,841,"#life,#trend",positive,0.5909631391200951,46,2,22,Monday,11
803,2024-12-23 03:10:00,Instagram,post number 802 is about something interesting,284,63,16,707,"#trend,#fun",positive,0.5134370579915134,46,2,3,Monday,12
804,2024-04-12 07:02:00,Instagram,post number 803 is about something interesting,357,53,33,586,#trend,positive,0.7559726962457338,46,1,7,Friday,4
805,2024-03-16 00:17:00,Instagram,post number 804 is about something interesting,387,71,13,1086,"#trend,#news",negative,0.43370165745856354,46,2,0,Saturday,3
806,2024-03-23 02:33:00,Twitter,post number 805 is about something interesting,184,51,48,446,#fun,neutral,0.6345291479820628,46,1,2,Saturday,3
807,2024-01-25 09:40:00,Facebook,post number 806 is about something interesting,43,58,25,65,#news,neutral,1.9384615384615385,46,1,9,Thursday,1
808,2024-05-18 16:14:00,Facebook,post number 807 is about something interesting,308,55,18,754,#life,positive,0.5053050397877984,46,1,16,Saturday,5
809,2024-11-04 07:03:00,Facebook,post number 808 is about something interesting,196,73,2,459,"#news,#life",neutral,0.5904139433551199,46,2,7,Monday,11
810,2024-05-28 15:47:00,Instagram,post number 809 is about something interesting,177,14,31,315,"#life,#trend",negative,0.7047619047619048,46,2,15,Tuesday,5
811,2024-08-14 21:33:00,Facebook,post number 810 is about something interesting,139,9,23,284,"#life,#trend",positive,0.602112676056338,46,2,21,Wednesday,8
812,2024-08-04 14:23:00,Twitter,post number 811 is about something interesting,305,0,15,649,#news,negative,0.4930662557781202,46,1,14,Sunday,8
813,2024-12-09 00:07:00,Facebook,post number 812 is about something interesting,121,50,42,347,"#news,#trend",positive,0.6138328530259366,46,2,0,Monday,12
814,2024-03-03 08:45:00,Twitter,post number 813 is about something interesting,391,72,35,957,#fun,neutral,0.5203761755485894,46,1,8,Sunday,3
815,2024-07-30 17:30:00,Twitter,post number 814 is about something interesting,364,4,12,710,#trend,negative,0.5352112676056338,46,1,17,Tuesday,7
816,2024-11-26 12:29:00,Facebook,post number 815 is about something interesting,256,19,49,745,#news,positive,0.4348993288590604,46,1,12,Tuesday,11
817,2024-04-13 06:27:00,Instagram,post number 816 is about something interesting,366,79,21,999,"#life,#fun",negative,0.46646646646646645,46,2,6,Saturday,4
818,2024-01-21 06:18:00,Instagram,post number 817 is about something interesting,114,36,21,239,"#life,#news",positive,0.7154811715481172,46,2,6,Sunday,1
819,2024-11-10 01:33:00,Instagram,post number 818 is about something interesting,471,78,25,907,#news,positive,0.6328555678059536,46,1,1,Sunday,11
820,2024-01-07 20:30:00,Facebook,post number 819 is about something interesting,100,36,26,286,"#news,#fun",negative,0.5664335664335665,46,2,20,Sunday,1
821,2024-07-20 00:18:00,Facebook,post number 820 is about something interesting,262,4,43,439,#trend,positive,0.7038724373576309,46,1,0,Saturday,7
822,2024-10-06 23:24:00,Facebook,post number 821 is about something interesting,58,70,12,122,#life,negative,1.1475409836065573,46,1,23,Sunday,10
823,2024-08-27 16:59:00,Twitter,post number 822 is about something interesting,28,10,25,75,#trend,positive,0.84,46,1,16,Tuesday,8
824,2024-09-05 05:06:00,Twitter,post number 823 is about something interesting,61,58,18,144,"#news,#fun",positive,0.9513888888888888,46,2,5,Thursday,9
825,2024-08-05 01:59:00,Twitter,post number 824 is about something interesting,76,31,33,147,"#news,#life",negative,0.9523809523809523,46,2,1,Monday,8
826,2024-09-08 04:23:00,Twitter,post number 825 is about something interesting,453,30,41,1215,"#fun,#news",negative,0.4312757201646091,46,2,4,Sunday,9
827,2024-12-05 21:29:00,Instagram,post number 826 is about something interesting,334,61,43,888,"#fun,#trend",negative,0.49324324324324326,46,2,21,Thursday,12
828,2024-03-19 10:52:00,Twitter,post number 827 is about something interesting,74,10,24,197,"#life,#fun",neutral,0.5482233502538071,46,2,10,Tuesday,3
829,2024-10-09 16:49:00,Twitter,post number 828 is about something interesting,85,62,40,165,"#trend,#news",negative,1.1333333333333333,46,2,16,Wednesday,10
830,2024-09-05 12:44:00,Facebook,post number 829 is about something interesting,210,69,25,387,#news,positive,0.7855297157622739,46,1,12,Thursday,9
831,2024-08-25 05:25:00,Facebook,post number 830 is about something interesting,425,24,13,675,"#life,#trend",neutral,0.6844444444444444,46,2,5,Sunday,8
832,2024-12-08 06:48:00,Facebook,post number 831 is about something interesting,12,42,6,30,#trend,neutral,2.0,46,1,6,Sunday,12
833,2024-03-06 18:13:00,Instagram,post number 832 is about something interesting,401,2,17,720,#trend,neutral,0.5833333333333334,46,1,18,Wednesday,3
834,2024-05-06 09:56:00,Instagram,post number 833 is about something interesting,123,64,45,203,"#trend,#fun",neutral,1.1428571428571428,46,2,9,Monday,5
835,2024-05-29 00:52:00,Twitter,post number 834 is about something interesting,490,29,20,1370,"#life,#trend",neutral,0.39343065693430657,46,2,0,Wednesday,5
836,2024-02-17 12:57:00,Instagram,post number 835 is about something interesting,444,34,40,764,#life,neutral,0.6780104712041884,46,1,12,Saturday,2
837,2024-11-01 11:22:00,Instagram,post number 836 is about something interesting,392,67,43,1022,#fun,negative,0.4911937377690802,46,1,11,Friday,11
838,2024-11-01 10:44:00,Instagram,post number 837 is about something interesting,243,81,38,566,"#fun,#news",negative,0.6395759717314488,46,2,10,Friday,11
839,2024-12-28 19:40:00,Instagram,post number 838 is about something interesting,116,7,36,339,"#fun,#trend",neutral,0.4690265486725664,46,2,19,Saturday,12
840,2024-10-22 21:05:00,Twitter,post number 839 is about something interesting,157,82,15,375,#life,negative,0.6773333333333333,46,1,21,Tuesday,10
841,2024-08-21 21:04:00,Instagram,post number 840 is about something interesting,356,63,25,586,#trend,neutral,0.757679180887372,46,1,21,Wednesday,8
842,2024-06-02 13:44:00,Twitter,post number 841 is about something interesting,291,27,45,702,#news,negative,0.5170940170940171,46,1,13,Sunday,6
843,2024-07-01 04:22:00,Facebook,post number 842 is about something interesting,121,31,9,222,"#life,#news",positive,0.7252252252252253,46,2,4,Monday,7
844,2024-10-29 02:49:00,Facebook,post number 843 is about something interesting,76,26,7,213,#trend,negative,0.5117370892018779,46,1,2,Tuesday,10
845,2024-10-29 08:39:00,Facebook,post number 844 is about something interesting,202,39,14,384,"#trend,#news",negative,0.6640625,46,2,8,Tuesday,10
846,2024-01-20 18:29:00,Twitter,post number 845 is about something interesting,113,3,1,271,#news,positive,0.4317343173431734,46,1,18,Saturday,1
847,2024-09-15 11:24:00,Facebook,post number 846 is about something interesting,341,92,7,631,#fun,positive,0.6973058637083994,46,1,11,Sunday,9
848,2024-11-26 19:32:00,Facebook,post number 847 is about something interesting,224,78,16,440,#fun,negative,0.7227272727272728,46,1,19,Tuesday,11
849,2024-05-04 07:58:00,Instagram,post number 848 is about something interesting,410,47,37,724,"#life,#fun",neutral,0.6823204419889503,46,2,7,Saturday,5
850,2024-10-18 12:27:00,Facebook,post number 849 is about something interesting,44,48,32,129,#fun,positive,0.9612403100775194,46,1,12,Friday,10
851,2024-12-15 21:49:00,Facebook,post number 850 is about something interesting,324,54,7,964,#fun,negative,0.3993775933609959,46,1,21,Sunday,12
852,2024-07-21 11:20:00,Instagram,post number 851 is about something interesting,17,21,19,36,#life,negative,1.5833333333333333,46,1,11,Sunday,7
853,2024-02-13 16:53:00,Instagram,post number 852 is about something interesting,123,90,48,222,#trend,negative,1.1756756756756757,46,1,16,Tuesday,2
854,2024-05-05 20:16:00,Facebook,post number 853 is about something interesting,13,12,14,27,#fun,negative,1.4444444444444444,46,1,20,Sunday,5
855,2024-06-21 01:41:00,Facebook,post number 854 is about something interesting,441,32,27,839,#trend,negative,0.5959475566150179,46,1,1,Friday,6
856,2024-07-09 13:57:00,Twitter,post number 855 is about something interesting,42,76,21,93,#trend,positive,1.4946236559139785,46,1,13,Tuesday,7
857,2024-03-07 17:06:00,Instagram,post number 856 is about something interesting,242,74,25,679,#news,positive,0.5022091310751104,46,1,17,Thursday,3
858,2024-09-02 03:26:00,Instagram,post number 857 is about something interesting,301,47,32,665,#life,negative,0.5714285714285714,46,1,3,Monday,9
859,2024-06-06 01:30:00,Facebook,post number 858 is about something interesting,33,29,25,63,"#news,#trend",negative,1.380952380952381,46,2,1,Thursday,6
860,2024-07-11 15:35:00,Twitter,post number 859 is about something interesting,378,96,20,880,"#fun,#trend",negative,0.5613636363636364,46,2,15,Thursday,7
861,2024-04-12 10:59:00,Twitter,post number 860 is about something interesting,160,73,38,360,#fun,neutral,0.7527777777777778,46,1,10,Friday,4
862,2024-09-14 20:36:00,Twitter,post number 861 is about something interesting,209,22,49,478,#news,neutral,0.5857740585774058,46,1,20,Saturday,9
863,2024-04-11 14:25:00,Facebook,post number 862 is about something interesting,30,42,22,50,"#fun,#life",positive,1.88,46,2,14,Thursday,4
864,2024-11-09 09:18:00,Instagram,post number 863 is about something interesting,200,80,34,345,#news,negative,0.9101449275362319,46,1,9,Saturday,11
865,2024-01-09 15:00:00,Instagram,post number 864 is about something interesting,186,43,1,361,#life,positive,0.6371191135734072,46,1,15,Tuesday,1
866,2024-04-08 21:22:00,Facebook,post number 865 is about something interesting,388,2,15,640,#news,negative,0.6328125,46,1,21,Monday,4
867,2024-10-23 03:54:00,Instagram,post number 866 is about something interesting,296,58,23,784,"#news,#trend",neutral,0.48086734693877553,46,2,3,Wednesday,10
868,2024-02-22 20:08:00,Twitter,post number 867 is about something interesting,6,4,7,11,#life,negative,1.5454545454545454,46,1,20,Thursday,2
869,2024-06-08 16:36:00,Instagram,post number 868 is about something interesting,280,92,15,823,#news,positive,0.47023086269744835,46,1,16,Saturday,6
870,2024-07-05 13:58:00,Instagram,post number 869 is about something interesting,324,89,27,779,#fun,neutral,0.5648267008985879,46,1,13,Friday,7
871,2024-07-06 08:30:00,Instagram,post number 870 is about something interesting,440,97,18,1265,#trend,positive,0.43873517786561267,46,1,8,Saturday,7
872,2024-12-19 21:41:00,Facebook,post number 871 is about something interesting,28,82,29,63,#news,negative,2.2063492063492065,46,1,21,Thursday,12
873,2024-09-09 01:58:00,Twitter,post number 872 is about something interesting,371,35,40,1038,#trend,negative,0.4296724470134875,46,1,1,Monday,9
874,2024-07-07 02:16:00,Instagram,post number 873 is about something interesting,372,26,19,884,"#life,#fun",negative,0.47171945701357465,46,2,2,Sunday,7
875,2024-03-04 08:12:00,Facebook,post number 874 is about something interesting,401,57,12,649,"#life,#news",positive,0.724191063174114,46,2,8,Monday,3
876,2024-10-13 12:16:00,Instagram,post number 875 is about something interesting,397,72,47,1088,"#news,#trend",negative,0.4742647058823529,46,2,12,Sunday,10
877,2024-06-08 06:43:00,Facebook,post number 876 is about something interesting,458,10,12,1143,"#news,#life",negative,0.4199475065616798,46,2,6,Saturday,6
878,2024-08-14 07:10:00,Twitter,post number 877 is about something interesting,136,41,15,285,"#life,#news",negative,0.6736842105263158,46,2,7,Wednesday,8
879,2024-02-05 19:21:00,Facebook,post number 878 is about something interesting,389,26,9,873,#life,negative,0.4856815578465063,46,1,19,Monday,2
880,2024-03-10 16:58:00,Facebook,post number 879 is about something interesting,191,11,23,497,"#trend,#fun",positive,0.45271629778672035,46,2,16,Sunday,3
881,2024-09-15 06:08:00,Instagram,post number 880 is about something interesting,414,21,36,840,#life,neutral,0.5607142857142857,46,1,6,Sunday,9
882,2024-04-11 09:00:00,Facebook,post number 881 is about something interesting,473,80,46,1121,"#fun,#trend",positive,0.5343443354148082,46,2,9,Thursday,4
883,2024-11-14 12:51:00,Instagram,post number 882 is about something interesting,7,40,17,18,"#news,#life",neutral,3.5555555555555554,46,2,12,Thursday,11
884,2024-10-28 09:34:00,Facebook,post number 883 is about something interesting,63,11,23,144,"#trend,#life",negative,0.6736111111111112,46,2,9,Monday,10
885,2024-05-19 15:05:00,Twitter,post number 884 is about something interesting,323,86,1,709,#news,neutral,0.5782792665726375,46,1,15,Sunday,5
886,2024-10-21 22:23:00,Twitter,post number 885 is about something interesting,320,47,14,630,"#news,#life",neutral,0.6047619047619047,46,2,22,Monday,10
887,2024-01-02 09:32:00,Instagram,post number 886 is about something interesting,231,7,34,504,"#trend,#life",positive,0.5396825396825397,46,2,9,Tuesday,1
888,2024-01-16 01:08:00,Facebook,post number 887 is about something interesting,403,76,41,682,"#news,#fun",neutral,0.7624633431085044,46,2,1,Tuesday,1
889,2024-06-14 01:05:00,Facebook,post number 888 is about something interesting,272,65,30,682,"#trend,#life",negative,0.5381231671554252,46,2,1,Friday,6
890,2024-03-11 20:04:00,Instagram,post number 889 is about something interesting,294,17,35,479,"#life,#news",positive,0.7223382045929019,46,2,20,Monday,3
891,2024-12-17 16:43:00,Instagram,post number 890 is about something interesting,69,22,0,169,#news,neutral,0.5384615384615384,46,1,16,Tuesday,12
892,2024-04-23 07:50:00,Instagram,post number 891 is about something interesting,458,13,19,1019,"#trend,#life",neutral,0.48086359175662413,46,2,7,Tuesday,4
893,2024-01-28 22:37:00,Twitter,post number 892 is about something interesting,264,85,21,471,#trend,neutral,0.7855626326963907,46,1,22,Sunday,1
894,2024-08-06 03:51:00,Twitter,post number 893 is about something interesting,356,16,35,839,"#news,#trend",positive,0.48510131108462456,46,2,3,Tuesday,8
895,2024-09-14 09:04:00,Twitter,post number 894 is about something interesting,428,59,31,913,#fun,positive,0.5673603504928806,46,1,9,Saturday,9
896,2024-03-05 00:23:00,Twitter,post number 895 is about something interesting,201,0,39,306,#life,negative,0.7843137254901961,46,1,0,Tuesday,3
897,2024-02-15 03:14:00,Facebook,post number 896 is about something interesting,103,76,13,192,"#news,#fun",positive,1.0,46,2,3,Thursday,2
898,2024-07-14 03:43:00,Facebook,post number 897 is about something interesting,202,76,35,438,"#trend,#life",neutral,0.7146118721461188,46,2,3,Sunday,7
899,2024-08-21 12:30:00,Facebook,post number 898 is about something interesting,101,26,20,213,"#news,#life",neutral,0.6901408450704225,46,2,12,Wednesday,8
900,2024-09-22 16:48:00,Facebook,post number 899 is about something interesting,33,44,47,79,"#trend,#life",neutral,1.5696202531645569,46,2,16,Sunday,9
901,2024-02-12 10:32:00,Instagram,post number 900 is about something interesting,341,34,10,647,"#fun,#news",negative,0.5950540958268934,46,2,10,Monday,2
902,2024-01-21 08:57:00,Twitter,post number 901 is about something interesting,72,21,27,204,"#fun,#news",positive,0.5882352941176471,46,2,8,Sunday,1
903,2024-01-07 14:12:00,Instagram,post number 902 is about something interesting,404,69,16,618,"#life,#fun",neutral,0.7912621359223301,46,2,14,Sunday,1
904,2024-09-13 20:25:00,Twitter,post number 903 is about something interesting,249,95,27,650,"#trend,#news",negative,0.5707692307692308,46,2,20,Friday,9
905,2024-09-22 23:00:00,Facebook,post number 904 is about something interesting,498,67,49,1094,#news,neutral,0.5612431444241316,46,1,23,Sunday,9
906,2024-09-01 14:08:00,Instagram,post number 905 is about something interesting,423,86,1,1255,"#fun,#news",neutral,0.4063745019920319,46,2,14,Sunday,9
907,2024-02-24 18:41:00,Twitter,post number 906 is about something interesting,231,63,33,661,#news,neutral,0.4947049924357035,46,1,18,Saturday,2
908,2024-02-06 16:00:00,Instagram,post number 907 is about something interesting,165,45,2,493,"#trend,#fun",positive,0.4300202839756592,46,2,16,Tuesday,2
909,2024-11-05 18:43:00,Instagram,post number 908 is about something interesting,388,0,4,840,#news,negative,0.4666666666666667,46,1,18,Tuesday,11
910,2024-03-02 16:05:00,Twitter,post number 909 is about something interesting,154,21,30,240,#fun,neutral,0.8541666666666666,46,1,16,Saturday,3
911,2024-06-26 02:07:00,Instagram,post number 910 is about something interesting,483,60,14,900,"#news,#trend",positive,0.6188888888888889,46,2,2,Wednesday,6
912,2024-10-11 00:07:00,Twitter,post number 911 is about something interesting,66,36,23,167,#trend,negative,0.7485029940119761,46,1,0,Friday,10
913,2024-02-04 10:28:00,Instagram,post number 912 is about something interesting,460,88,49,1125,#fun,positive,0.5306666666666666,46,1,10,Sunday,2
914,2024-02-07 07:38:00,Facebook,post number 913 is about something interesting,340,9,42,537,"#life,#fun",positive,0.7281191806331471,46,2,7,Wednesday,2
915,2024-06-12 19:36:00,Twitter,post number 914 is about something interesting,433,24,37,992,#life,positive,0.49798387096774194,46,1,19,Wednesday,6
916,2024-09-19 03:24:00,Instagram,post number 915 is about something interesting,261,48,40,395,"#life,#fun",neutral,0.8835443037974684,46,2,3,Thursday,9
917,2024-02-17 02:38:00,Instagram,post number 916 is about something interesting,440,77,6,786,#trend,positive,0.6653944020356234,46,1,2,Saturday,2
918,2024-09-11 00:25:00,Instagram,post number 917 is about something interesting,101,2,2,229,"#trend,#fun",negative,0.4585152838427948,46,2,0,Wednesday,9
919,2024-04-18 14:13:00,Facebook,post number 918 is about something interesting,54,40,44,108,"#trend,#fun",neutral,1.2777777777777777,46,2,14,Thursday,4
920,2024-04-29 02:58:00,Twitter,post number 919 is about something interesting,152,85,3,351,#life,negative,0.6837606837606838,46,1,2,Monday,4
921,2024-10-16 00:48:00,Twitter,post number 920 is about something interesting,466,34,11,1285,"#trend,#fun",positive,0.3976653696498054,46,2,0,Wednesday,10
922,2024-12-14 15:12:00,Facebook,post number 921 is about something interesting,17,30,13,43,#life,positive,1.3953488372093024,46,1,15,Saturday,12
923,2024-01-31 20:37:00,Twitter,post number 922 is about something interesting,117,41,9,252,"#news,#fun",neutral,0.6626984126984127,46,2,20,Wednesday,1
924,2024-02-19 08:09:00,Instagram,post number 923 is about something interesting,122,3,39,318,"#news,#fun",positive,0.5157232704402516,46,2,8,Monday,2
925,2024-07-10 11:54:00,Instagram,post number 924 is about something interesting,43,41,38,111,"#fun,#trend",negative,1.0990990990990992,46,2,11,Wednesday,7
926,2024-07-22 13:10:00,Twitter,post number 925 is about something interesting,127,39,23,331,"#fun,#life",neutral,0.5709969788519638,46,2,13,Monday,7
927,2024-04-23 22:26:00,Facebook,post number 926 is about something interesting,173,10,46,284,#fun,neutral,0.8063380281690141,46,1,22,Tuesday,4
928,2024-09-06 04:47:00,Twitter,post number 927 is about something interesting,136,48,31,346,#news,positive,0.6213872832369942,46,1,4,Friday,9
929,2024-05-31 13:04:00,Instagram,post number 928 is about something interesting,382,11,41,963,#trend,negative,0.45067497403946,46,1,13,Friday,5
930,2024-02-11 22:31:00,Instagram,post number 929 is about something interesting,52,2,10,105,#news,positive,0.6095238095238096,46,1,22,Sunday,2
931,2024-05-24 05:10:00,Twitter,post number 930 is about something interesting,367,72,49,717,"#news,#life",positive,0.6806136680613668,46,2,5,Friday,5
932,2024-05-19 15:52:00,Facebook,post number 931 is about something interesting,62,34,37,106,"#news,#fun",negative,1.2547169811320755,46,2,15,Sunday,5
933,2024-06-03 06:00:00,Twitter,post number 932 is about something interesting,298,43,6,503,#life,neutral,0.6898608349900597,46,1,6,Monday,6
934,2024-10-12 11:15:00,Twitter,post number 933 is about something interesting,338,93,6,692,#news,positive,0.6315028901734104,46,1,11,Saturday,10
935,2024-04-18 21:44:00,Twitter,post number 934 is about something interesting,402,17,35,636,"#news,#trend",neutral,0.7138364779874213,46,2,21,Thursday,4
936,2024-07-11 13:19:00,Facebook,post number 935 is about something interesting,173,19,30,399,#fun,neutral,0.556390977443609,46,1,13,Thursday,7
937,2024-04-27 09:04:00,Instagram,post number 936 is about something interesting,193,78,38,556,"#life,#fun",negative,0.5557553956834532,46,2,9,Saturday,4
938,2024-11-21 02:45:00,Facebook,post number 937 is about something interesting,198,26,14,439,#news,positive,0.5421412300683371,46,1,2,Thursday,11
939,2024-03-29 06:33:00,Instagram,post number 938 is about something interesting,71,92,12,165,#news,neutral,1.0606060606060606,46,1,6,Friday,3
940,2024-08-19 05:35:00,Twitter,post number 939 is about something interesting,178,50,42,427,"#news,#trend",negative,0.6323185011709602,46,2,5,Monday,8
941,2024-01-29 07:56:00,Instagram,post number 940 is about something interesting,43,71,42,97,#fun,positive,1.6082474226804124,46,1,7,Monday,1
942,2024-06-24 00:40:00,Twitter,post number 941 is about something interesting,201,3,25,357,"#fun,#life",neutral,0.6414565826330533,46,2,0,Monday,6
943,2024-09-17 00:03:00,Instagram,post number 942 is about something interesting,379,37,47,779,"#life,#fun",negative,0.5943517329910141,46,2,0,Tuesday,9
944,2024-02-25 22:36:00,Facebook,post number 943 is about something interesting,140,18,29,295,"#news,#fun",positive,0.6338983050847458,46,2,22,Sunday,2
945,2024-10-25 07:36:00,Twitter,post number 944 is about something interesting,496,18,46,1455,"#trend,#life",positive,0.3848797250859107,46,2,7,Friday,10
946,2024-10-05 01:14:00,Twitter,post number 945 is about something interesting,302,42,19,607,"#news,#life",neutral,0.5980230642504119,46,2,1,Saturday,10
947,2024-01-07 01:37:00,Facebook,post number 946 is about something interesting,115,34,48,320,"#life,#fun",negative,0.615625,46,2,1,Sunday,1
948,2024-02-02 07:39:00,Facebook,post number 947 is about something interesting,286,44,29,537,"#fun,#life",negative,0.6685288640595903,46,2,7,Friday,2
949,2024-05-12 06:47:00,Twitter,post number 948 is about something interesting,278,12,25,596,#fun,neutral,0.5285234899328859,46,1,6,Sunday,5
950,2024-05-13 05:11:00,Facebook,post number 949 is about something interesting,18,82,35,52,"#fun,#trend",neutral,2.5961538461538463,46,2,5,Monday,5
951,2024-12-15 00:03:00,Twitter,post number 950 is about something interesting,405,68,43,724,#news,positive,0.712707182320442,46,1,0,Sunday,12
952,2024-03-12 05:52:00,Twitter,post number 951 is about something interesting,470,80,9,734,#news,positive,0.7615803814713896,46,1,5,Tuesday,3
953,2024-12-07 09:22:00,Instagram,post number 952 is about something interesting,445,33,28,918,"#life,#fun",negative,0.55119825708061,46,2,9,Saturday,12
954,2024-01-17 20:17:00,Instagram,post number 953 is about something interesting,242,14,36,572,#news,neutral,0.5104895104895105,46,1,20,Wednesday,1
955,2024-03-30 22:26:00,Instagram,post number 954 is about something interesting,135,69,39,341,#life,positive,0.7126099706744868,46,1,22,Saturday,3
956,2024-09-21 20:26:00,Twitter,post number 955 is about something interesting,62,99,40,157,"#news,#fun",positive,1.2802547770700636,46,2,20,Saturday,9
957,2024-03-29 01:58:00,Facebook,post number 956 is about something interesting,348,21,14,962,"#fun,#trend",neutral,0.3981288981288981,46,2,1,Friday,3
958,2024-11-11 16:38:00,Twitter,post number 957 is about something interesting,36,20,32,58,"#trend,#news",positive,1.5172413793103448,46,2,16,Monday,11
959,2024-03-15 18:46:00,Facebook,post number 958 is about something interesting,253,76,15,554,"#fun,#news",negative,0.6209386281588448,46,2,18,Friday,3
960,2024-04-08 17:07:00,Twitter,post number 959 is about something interesting,396,6,22,927,"#life,#fun",positive,0.45738942826321466,46,2,17,Monday,4
961,2024-12-27 07:12:00,Facebook,post number 960 is about something interesting,24,92,4,45,#news,negative,2.6666666666666665,46,1,7,Friday,12
962,2024-08-20 02:34:00,Twitter,post number 961 is about something interesting,55,93,15,163,#fun,neutral,1.0,46,1,2,Tuesday,8
963,2024-07-18 07:48:00,Twitter,post number 962 is about something interesting,13,78,37,24,"#life,#fun",neutral,5.333333333333333,46,2,7,Thursday,7
964,2024-11-22 21:31:00,Instagram,post number 963 is about something interesting,44,74,13,113,"#life,#news",neutral,1.1592920353982301,46,2,21,Friday,11
965,2024-03-18 21:32:00,Twitter,post number 964 is about something interesting,292,50,23,806,"#life,#news",positive,0.45285359801488834,46,2,21,Monday,3
966,2024-06-11 05:54:00,Facebook,post number 965 is about something interesting,128,54,44,271,#life,positive,0.8339483394833949,46,1,5,Tuesday,6
967,2024-06-06 09:11:00,Facebook,post number 966 is about something interesting,96,5,18,247,"#life,#news",positive,0.4817813765182186,46,2,9,Thursday,6
968,2024-03-31 14:31:00,Facebook,post number 967 is about something interesting,165,47,25,315,"#news,#life",neutral,0.7523809523809524,46,2,14,Sunday,3
969,2024-11-10 03:22:00,Twitter,post number 968 is about something interesting,401,77,7,777,#life,neutral,0.6241956241956242,46,1,3,Sunday,11
970,2024-09-10 10:36:00,Instagram,post number 969 is about something interesting,155,96,14,441,#life,negative,0.6009070294784581,46,1,10,Tuesday,9
971,2024-10-02 06:30:00,Twitter,post number 970 is about something interesting,181,27,17,390,"#life,#fun",neutral,0.5769230769230769,46,2,6,Wednesday,10
972,2024-05-25 14:46:00,Facebook,post number 971 is about something interesting,319,37,11,584,"#fun,#news",neutral,0.6284246575342466,46,2,14,Saturday,5
973,2024-05-11 05:51:00,Instagram,post number 972 is about something interesting,130,49,19,354,"#fun,#life",positive,0.559322033898305,46,2,5,Saturday,5
974,2024-10-15 14:40:00,Facebook,post number 973 is about something interesting,83,58,13,167,"#trend,#life",negative,0.9221556886227545,46,2,14,Tuesday,10
975,2024-10-10 05:54:00,Twitter,post number 974 is about something interesting,382,80,5,1136,"#news,#fun",negative,0.4110915492957746,46,2,5,Thursday,10
976,2024-11-14 01:46:00,Twitter,post number 975 is about something interesting,391,54,10,1145,"#life,#news",positive,0.39737991266375544,46,2,1,Thursday,11
977,2024-04-03 08:00:00,Twitter,post number 976 is about something interesting,228,76,39,639,#life,positive,0.5367762128325508,46,1,8,Wednesday,4
978,2024-03-29 07:45:00,Twitter,post number 977 is about something interesting,403,4,15,845,"#trend,#life",positive,0.49940828402366866,46,2,7,Friday,3
979,2024-01-01 10:21:00,Facebook,post number 978 is about something interesting,360,82,2,873,"#news,#life",negative,0.5085910652920962,46,2,10,Monday,1
980,2024-12-21 17:05:00,Facebook,post number 979 is about something interesting,142,42,11,346,"#life,#fun",positive,0.5635838150289018,46,2,17,Saturday,12
981,2024-10-04 13:45:00,Facebook,post number 980 is about something interesting,41,27,27,104,"#life,#fun",positive,0.9134615384615384,46,2,13,Friday,10
